运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD3685175,深圳南山区,广州朝阳区,王娜,EMP_059,杨明货运公司,中通快递,化工原料,零担,3217kg,10.76m³,2094元,7533元,2025-10-02 12:51,2025-10-02 12:51,2025-10-02 12:51,2025-10-02 12:51,运输中,李秀英,1473km,西湖网点,浦东网点,金额异常,中,上海区
WLYD4278401,深圳天河区,南京天河区,赵伟,EMP_033,刘洋运输公司,德邦物流,电子产品,零担,1041kg,13.81m³,6247元,7838元,2025-10-12 14:05,2025-10-12 14:05,2025-10-12 14:05,2025-10-12 14:05,已退回,张秀英,2740km,余杭网点,天河网点,金额异常,低,上海区
WLYD7992295,上海南山区,深圳余杭区,吴磊,EMP_032,刘洋运输公司,德邦物流,五金工具,整车,4090kg,14.96m³,8383元,3239元,2025-10-12 16:35,2025-10-12 16:35,2025-10-12 16:35,2025-10-12 16:35,派送中,王秀英,1656km,武林网点,西湖网点,金额异常,高,上海区
WLYD9576688,上海南山区,南京鼓楼区,王娜,EMP_032,杨丽贸易公司,顺丰速运,家具家电,快递,3542kg,17.13m³,2819元,5163元,2025-10-08 12:35,2025-10-08 12:35,2025-10-08 12:35,2025-10-08 12:35,已退回,赵秀英,238km,天河网点,西湖网点,货物损坏,中,上海区
WLYD5856842,广州浦东新区,北京南山区,黄秀英,EMP_049,张伟货运公司,极兔速递,化工原料,合同物流,4753kg,4.4m³,3333元,3766元,2025-10-11 15:47,2025-10-11 15:47,2025-10-11 15:47,2025-10-11 15:47,已签收,黄秀英,1709km,余杭网点,天河网点,地址错误,高,上海区
WLYD5317198,广州南山区,西安余杭区,赵伟,EMP_057,王静贸易公司,中通快递,食品生鲜,快递,4709kg,9.31m³,7011元,3242元,2025-10-25 08:27,2025-10-25 08:27,2025-10-25 08:27,2025-10-25 08:27,异常,李秀英,2584km,余杭网点,武林网点,金额异常,高,上海区
WLYD3565216,深圳天河区,西安朝阳区,吴磊,EMP_034,王静贸易公司,韵达速运,五金工具,整车,4855kg,2.19m³,5141元,2695元,2025-10-08 17:14,2025-10-08 17:14,2025-10-08 17:14,2025-10-08 17:14,异常,张秀英,2786km,浦东网点,天河网点,虚假签收,低,上海区
WLYD6734856,杭州朝阳区,深圳鼓楼区,王娜,EMP_049,杨明货运公司,韵达速运,图书文具,合同物流,4838kg,4.88m³,9894元,3056元,2025-10-05 14:09,2025-10-05 14:09,2025-10-05 14:09,2025-10-05 14:09,运输中,李秀英,1313km,朝阳网点,南山网点,超时派送,中,浙北区
WLYD1793148,南京南山区,西安余杭区,赵伟,EMP_046,黄强运输公司,德邦物流,五金工具,合同物流,1971kg,13.46m³,863元,5323元,2025-10-13 08:38,2025-10-13 08:38,2025-10-13 08:38,2025-10-13 08:38,派送中,李秀英,2376km,鼓楼网点,武林网点,地址错误,高,上海区
WLYD2280828,上海朝阳区,深圳余杭区,张伟,EMP_052,赵磊物流公司,德邦物流,食品生鲜,整车,4914kg,12.32m³,3504元,7821元,2025-10-25 11:25,2025-10-25 11:25,2025-10-25 11:25,2025-10-25 11:25,已签收,刘秀英,1267km,鼓楼网点,南山网点,金额异常,低,上海区
WLYD9715195,南京天河区,杭州朝阳区,王娜,EMP_050,王静贸易公司,顺丰速运,电子产品,跨境电商,1831kg,10.13m³,7004元,5468元,2025-10-01 08:12,2025-10-01 08:12,2025-10-01 08:12,2025-10-01 08:12,运输中,陈秀英,318km,西湖网点,浦东网点,金额异常,中,上海区
WLYD8925440,北京浦东新区,上海浦东新区,刘芳,EMP_044,陈华物流公司,韵达速运,家具家电,冷链物流,2305kg,16.73m³,2261元,690元,2025-10-01 11:01,2025-10-01 11:01,2025-10-01 11:01,2025-10-01 11:01,已签收,王秀英,2112km,武林网点,天河网点,超时派送,低,北京区
WLYD7654720,广州余杭区,上海鼓楼区,周芳,EMP_059,张伟货运公司,顺丰速运,图书文具,整车,1214kg,4.3m³,8266元,5124元,2025-10-18 12:36,2025-10-18 12:36,2025-10-18 12:36,2025-10-18 12:36,异常,赵秀英,1499km,余杭网点,朝阳网点,重复下单,中,上海区
