运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD2392915,杭州浦东新区,武汉天河区,黄秀英,EMP_045,王静贸易公司,德邦物流,化工原料,零担,1127kg,10.64m³,7263元,553元,2025-05-18 12:30,2025-05-18 12:30,2025-05-18 12:30,2025-05-18 12:30,异常,李秀英,2129km,南山网点,浦东网点,重复下单,中,浙北区
WLYD3452070,广州余杭区,重庆余杭区,王娜,EMP_059,杨明货运公司,德邦物流,电子产品,整车,4215kg,20.0m³,5525元,2706元,2025-05-01 17:20,2025-05-01 17:20,2025-05-01 17:20,2025-05-01 17:20,已退回,赵秀英,2873km,余杭网点,余杭网点,虚假签收,高,上海区
WLYD4195128,杭州天河区,深圳鼓楼区,赵伟,EMP_043,赵磊物流公司,顺丰速运,服装鞋帽,快递,4592kg,6.99m³,1291元,7612元,2025-05-25 13:31,2025-05-25 13:31,2025-05-25 13:31,2025-05-25 13:31,异常,李秀英,885km,天河网点,武林网点,重量异常,高,浙北区
WLYD5452325,南京鼓楼区,北京天河区,赵伟,EMP_034,李刚物流公司,极兔速递,化工原料,合同物流,3569kg,19.5m³,484元,4753元,2025-05-10 11:14,2025-05-10 11:14,2025-05-10 11:14,2025-05-10 11:14,异常,张秀英,1087km,鼓楼网点,鼓楼网点,虚假签收,中,上海区
WLYD2020020,南京浦东新区,广州南山区,杨磊,EMP_038,王静贸易公司,极兔速递,电子产品,整车,4746kg,1.99m³,7882元,1202元,2025-05-08 13:15,2025-05-08 13:15,2025-05-08 13:15,2025-05-08 13:15,派送中,黄秀英,1408km,南山网点,天河网点,重量异常,中,上海区
WLYD2290771,上海鼓楼区,杭州余杭区,吴磊,EMP_045,张伟货运公司,韵达速运,服装鞋帽,合同物流,4928kg,1.36m³,3592元,2555元,2025-05-28 18:29,2025-05-28 18:29,2025-05-28 18:29,2025-05-28 18:29,已退回,陈秀英,710km,天河网点,天河网点,重复下单,中,上海区
WLYD8488766,深圳鼓楼区,广州鼓楼区,周芳,EMP_038,赵磊物流公司,申通快递,服装鞋帽,冷链物流,4468kg,13.16m³,6624元,5676元,2025-05-07 13:58,2025-05-07 13:58,2025-05-07 13:58,2025-05-07 13:58,异常,王秀英,692km,西湖网点,天河网点,重复下单,中,上海区
WLYD2960779,深圳天河区,杭州天河区,赵伟,EMP_031,李刚物流公司,中通快递,服装鞋帽,跨境电商,46kg,1.79m³,6222元,7119元,2025-05-03 16:26,2025-05-03 16:26,2025-05-03 16:26,2025-05-03 16:26,已签收,杨秀英,128km,天河网点,西湖网点,重量异常,低,上海区
WLYD5519990,上海南山区,北京南山区,黄秀英,EMP_050,张伟货运公司,中通快递,电子产品,合同物流,3972kg,7.34m³,9851元,7146元,2025-05-21 13:46,2025-05-21 13:46,2025-05-21 13:46,2025-05-21 13:46,派送中,李秀英,2835km,武林网点,鼓楼网点,虚假签收,高,上海区
WLYD4505355,北京浦东新区,西安朝阳区,赵伟,EMP_043,杨丽贸易公司,韵达速运,图书文具,整车,3779kg,15.15m³,6898元,4487元,2025-05-23 08:53,2025-05-23 08:53,2025-05-23 08:53,2025-05-23 08:53,已退回,李秀英,2110km,朝阳网点,鼓楼网点,虚假签收,高,北京区
WLYD1279871,上海余杭区,北京鼓楼区,周芳,EMP_049,杨明货运公司,顺丰速运,服装鞋帽,合同物流,518kg,12.61m³,7528元,7506元,2025-05-08 09:03,2025-05-08 09:03,2025-05-08 09:03,2025-05-08 09:03,异常,李秀英,481km,余杭网点,武林网点,地址错误,高,上海区
WLYD3497778,北京朝阳区,南京浦东新区,王娜,EMP_047,杨丽贸易公司,申通快递,食品生鲜,整车,2975kg,9.76m³,3753元,3893元,2025-05-25 19:37,2025-05-25 19:37,2025-05-25 19:37,2025-05-25 19:37,运输中,赵秀英,1701km,朝阳网点,朝阳网点,地址错误,高,北京区
WLYD1134690,南京鼓楼区,上海鼓楼区,刘芳,EMP_055,周涛货运公司,中通快递,食品生鲜,合同物流,2936kg,10.7m³,1022元,6724元,2025-05-05 08:57,2025-05-05 08:57,2025-05-05 08:57,2025-05-05 08:57,派送中,黄秀英,1881km,鼓楼网点,鼓楼网点,重量异常,高,上海区
