运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD5731491,上海余杭区,重庆天河区,张伟,EMP_044,李刚物流公司,圆通速递,图书文具,零担,457kg,9.77m³,8534元,7941元,2025-12-22 20:56,2025-12-22 20:56,2025-12-22 20:56,2025-12-22 20:56,已退回,杨秀英,2453km,南山网点,浦东网点,金额异常,高,上海区
WLYD1852949,广州天河区,武汉朝阳区,陈静,EMP_042,陈华物流公司,申通快递,服装鞋帽,零担,4234kg,4.67m³,6822元,5482元,2025-12-01 16:49,2025-12-01 16:49,2025-12-01 16:49,2025-12-01 16:49,已签收,赵秀英,1069km,朝阳网点,天河网点,货物损坏,中,上海区
WLYD5449731,上海南山区,成都南山区,刘芳,EMP_059,张伟货运公司,申通快递,家具家电,零担,3831kg,18.79m³,8292元,6461元,2025-12-13 13:55,2025-12-13 13:55,2025-12-13 13:55,2025-12-13 13:55,异常,陈秀英,348km,天河网点,南山网点,虚假签收,高,上海区
WLYD2803439,深圳朝阳区,杭州余杭区,陈静,EMP_039,赵磊物流公司,中通快递,化工原料,跨境电商,2715kg,17.53m³,8166元,3564元,2025-12-07 13:10,2025-12-07 13:10,2025-12-07 13:10,2025-12-07 13:10,已签收,李秀英,1538km,天河网点,天河网点,超时派送,中,上海区
WLYD2004607,广州南山区,上海浦东新区,刘芳,EMP_042,李刚物流公司,韵达速运,五金工具,整车,4141kg,5.75m³,3244元,6696元,2025-12-16 10:40,2025-12-16 10:40,2025-12-16 10:40,2025-12-16 10:40,已签收,李秀英,2617km,西湖网点,朝阳网点,金额异常,中,上海区
WLYD6698099,上海余杭区,杭州天河区,张伟,EMP_032,陈华物流公司,韵达速运,服装鞋帽,冷链物流,304kg,20.82m³,6856元,2851元,2025-12-07 12:26,2025-12-07 12:26,2025-12-07 12:26,2025-12-07 12:26,派送中,李秀英,1340km,鼓楼网点,余杭网点,虚假签收,中,上海区
WLYD8305255,杭州朝阳区,成都浦东新区,张伟,EMP_052,赵磊物流公司,顺丰速运,电子产品,零担,4841kg,2.70m³,4229元,6676元,2025-12-01 12:46,2025-12-01 12:46,2025-12-01 12:46,2025-12-01 12:46,运输中,赵秀英,2866km,西湖网点,天河网点,超时派送,中,浙北区
WLYD8958870,杭州南山区,广州天河区,王娜,EMP_042,王静贸易公司,韵达速运,化工原料,合同物流,458kg,6.17m³,6802元,3277元,2025-12-17 08:00,2025-12-17 08:00,2025-12-17 08:00,2025-12-17 08:00,运输中,杨秀英,1414km,朝阳网点,南山网点,重复下单,低,浙北区
WLYD9894572,北京朝阳区,杭州天河区,杨磊,EMP_051,刘洋运输公司,中通快递,服装鞋帽,快递,3617kg,3.88m³,4312元,7250元,2025-12-15 17:56,2025-12-15 17:56,2025-12-15 17:56,2025-12-15 17:56,已签收,赵秀英,212km,天河网点,西湖网点,超时派送,高,北京区
WLYD5375735,广州鼓楼区,南京朝阳区,吴磊,EMP_057,张伟货运公司,德邦物流,服装鞋帽,零担,4064kg,9.57m³,5421元,5191元,2025-12-03 10:32,2025-12-03 10:32,2025-12-03 10:32,2025-12-03 10:32,异常,陈秀英,825km,浦东网点,南山网点,金额异常,高,上海区
WLYD2304594,北京浦东新区,成都鼓楼区,张伟,EMP_050,刘洋运输公司,极兔速递,图书文具,合同物流,2007kg,17.84m³,8917元,6867元,2025-12-14 16:56,2025-12-14 16:56,2025-12-14 16:56,2025-12-14 16:56,已退回,张秀英,2314km,天河网点,朝阳网点,重量异常,高,北京区
WLYD9800615,广州浦东新区,深圳浦东新区,赵伟,EMP_036,黄强运输公司,韵达速运,服装鞋帽,快递,3438kg,14.38m³,2243元,3214元,2025-12-03 14:00,2025-12-03 14:00,2025-12-03 14:00,2025-12-03 14:00,已退回,张秀英,542km,鼓楼网点,天河网点,重量异常,中,上海区
WLYD9383979,杭州浦东新区,西安浦东新区,赵伟,EMP_043,赵磊物流公司,顺丰速运,家具家电,零担,1460kg,14.39m³,8211元,247元,2025-12-19 09:02,2025-12-19 09:02,2025-12-19 09:02,2025-12-19 09:02,运输中,王秀英,1756km,朝阳网点,武林网点,重复下单,中,浙北区
