运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD9753725,杭州余杭区,深圳鼓楼区,陈静,EMP_046,杨明货运公司,韵达速运,家具家电,快递,3182kg,1.27m³,7359元,2737元,2025-04-04 15:00,2025-04-04 15:00,2025-04-04 15:00,2025-04-04 15:00,已签收,王秀英,934km,浦东网点,西湖网点,金额异常,低,浙北区
WLYD3371198,深圳鼓楼区,重庆天河区,周芳,EMP_044,李刚物流公司,韵达速运,家具家电,合同物流,3079kg,19.16m³,7160元,2074元,2025-04-25 18:28,2025-04-25 18:28,2025-04-25 18:28,2025-04-25 18:28,已退回,王秀英,2746km,朝阳网点,浦东网点,重量异常,高,上海区
WLYD4452209,杭州朝阳区,武汉鼓楼区,张伟,EMP_046,陈华物流公司,圆通速递,家具家电,快递,3159kg,18.91m³,6356元,6174元,2025-04-25 16:06,2025-04-25 16:06,2025-04-25 16:06,2025-04-25 16:06,运输中,杨秀英,2535km,鼓楼网点,武林网点,重量异常,低,浙北区
WLYD3178974,深圳鼓楼区,武汉南山区,杨磊,EMP_057,张伟货运公司,中通快递,服装鞋帽,跨境电商,1190kg,3.83m³,5074元,1020元,2025-04-09 08:43,2025-04-09 08:43,2025-04-09 08:43,2025-04-09 08:43,异常,李秀英,260km,天河网点,鼓楼网点,重复下单,中,上海区
WLYD7990618,北京南山区,成都鼓楼区,刘芳,EMP_038,周涛货运公司,中通快递,家具家电,快递,160kg,10.13m³,7947元,2616元,2025-04-06 09:21,2025-04-06 09:21,2025-04-06 09:21,2025-04-06 09:21,派送中,陈秀英,384km,朝阳网点,天河网点,虚假签收,高,北京区
WLYD4264118,上海浦东新区,武汉天河区,吴磊,EMP_051,杨丽贸易公司,圆通速递,五金工具,跨境电商,1593kg,14.28m³,4790元,7834元,2025-04-20 15:37,2025-04-20 15:37,2025-04-20 15:37,2025-04-20 15:37,运输中,陈秀英,1063km,武林网点,西湖网点,金额异常,低,上海区
WLYD3216408,上海朝阳区,杭州朝阳区,王娜,EMP_046,陈华物流公司,顺丰速运,家具家电,快递,1422kg,16.38m³,8514元,3554元,2025-04-09 09:24,2025-04-09 09:24,2025-04-09 09:24,2025-04-09 09:24,已退回,陈秀英,2764km,浦东网点,余杭网点,超时派送,中,上海区
WLYD9103473,杭州余杭区,西安南山区,李强,EMP_043,王静贸易公司,顺丰速运,五金工具,零担,3058kg,15.93m³,585元,5842元,2025-04-24 16:29,2025-04-24 16:29,2025-04-24 16:29,2025-04-24 16:29,已签收,陈秀英,2673km,鼓楼网点,西湖网点,超时派送,低,浙北区
WLYD3685244,南京浦东新区,杭州余杭区,李强,EMP_054,杨明货运公司,中通快递,电子产品,整车,3524kg,12.44m³,5151元,7016元,2025-04-17 14:25,2025-04-17 14:25,2025-04-17 14:25,2025-04-17 14:25,运输中,杨秀英,1847km,南山网点,天河网点,货物损坏,中,上海区
WLYD9029225,上海天河区,成都朝阳区,吴磊,EMP_031,李刚物流公司,极兔速递,电子产品,整车,4669kg,17.28m³,2644元,2202元,2025-04-01 08:32,2025-04-01 08:32,2025-04-01 08:32,2025-04-01 08:32,已退回,杨秀英,947km,朝阳网点,余杭网点,重量异常,高,上海区
WLYD2895804,南京浦东新区,广州浦东新区,陈静,EMP_046,周涛货运公司,申通快递,图书文具,整车,538kg,6.91m³,6305元,5549元,2025-04-09 13:41,2025-04-09 13:41,2025-04-09 13:41,2025-04-09 13:41,已签收,李秀英,2207km,西湖网点,鼓楼网点,金额异常,低,上海区
WLYD6673790,广州天河区,武汉余杭区,杨磊,EMP_036,李刚物流公司,顺丰速运,图书文具,冷链物流,1764kg,15.46m³,4192元,2718元,2025-04-14 19:58,2025-04-14 19:58,2025-04-14 19:58,2025-04-14 19:58,运输中,黄秀英,1410km,西湖网点,鼓楼网点,超时派送,低,上海区
WLYD2529120,上海朝阳区,杭州鼓楼区,黄秀英,EMP_058,王静贸易公司,极兔速递,化工原料,合同物流,1712kg,16.75m³,3971元,2128元,2025-04-13 18:17,2025-04-13 18:17,2025-04-13 18:17,2025-04-13 18:17,已签收,李秀英,873km,西湖网点,朝阳网点,重复下单,低,上海区
