运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD6237806,上海天河区,北京天河区,陈静,EMP_037,黄强运输公司,中通快递,图书文具,零担,3983kg,18.74m³,4847元,4889元,2025-08-20 19:16,2025-08-20 19:16,2025-08-20 19:16,2025-08-20 19:16,已退回,陈秀英,1761km,鼓楼网点,浦东网点,超时派送,低,上海区
WLYD4032564,深圳浦东新区,武汉浦东新区,吴磊,EMP_033,杨丽贸易公司,极兔速递,服装鞋帽,整车,991kg,5.30m³,7798元,2760元,2025-08-22 20:06,2025-08-22 20:06,2025-08-22 20:06,2025-08-22 20:06,运输中,黄秀英,2514km,天河网点,南山网点,货物损坏,高,
WLYD7645253,杭州浦东新区,武汉朝阳区,李强,EMP_045,李刚物流公司,中通快递,化工原料,快递,4525kg,12.6m³,9641元,1416元,2025-08-11 11:38,2025-08-11 11:38,2025-08-11 11:38,2025-08-11 11:38,运输中,黄秀英,2744km,浦东网点,浦东网点,金额异常,低,浙北区
WLYD4150114,杭州天河区,武汉余杭区,赵伟,EMP_049,周涛货运公司,极兔速递,图书文具,跨境电商,4701kg,2.52m³,4375元,1572元,2025-08-15 16:34,2025-08-15 16:34,2025-08-15 16:34,2025-08-15 16:34,异常,李秀英,616km,天河网点,余杭网点,虚假签收,高,浙北区
WLYD3008750,北京余杭区,南京鼓楼区,黄秀英,EMP_047,周涛货运公司,顺丰速运,服装鞋帽,冷链物流,2758kg,3.20m³,7389元,7813元,2025-08-28 18:48,2025-08-28 18:48,2025-08-28 18:48,2025-08-28 18:48,异常,陈秀英,2627km,天河网点,鼓楼网点,货物损坏,高,北京区
WLYD5773039,上海浦东新区,杭州朝阳区,杨磊,EMP_046,张伟货运公司,申通快递,图书文具,跨境电商,127kg,2.74m³,5055元,468元,2025-08-22 11:51,2025-08-22 11:51,2025-08-22 11:51,2025-08-22 11:51,已签收,李秀英,594km,西湖网点,余杭网点,重量异常,中,上海区
WLYD5074227,上海浦东新区,重庆鼓楼区,周芳,EMP_053,李刚物流公司,顺丰速运,电子产品,整车,768kg,15.5m³,5917元,7889元,2025-08-26 15:26,2025-08-26 15:26,2025-08-26 15:26,2025-08-26 15:26,派送中,李秀英,2084km,鼓楼网点,余杭网点,超时派送,高,上海区
WLYD1055204,广州余杭区,广州浦东新区,刘芳,EMP_049,刘洋运输公司,极兔速递,化工原料,跨境电商,4390kg,1.35m³,6015元,3508元,2025-08-27 20:55,2025-08-27 20:55,2025-08-27 20:55,2025-08-27 20:55,派送中,黄秀英,306km,南山网点,余杭网点,地址错误,中,
WLYD6786311,南京余杭区,重庆朝阳区,赵伟,EMP_040,杨明货运公司,申通快递,电子产品,快递,791kg,11.8m³,1494元,3578元,2025-08-09 20:52,2025-08-09 20:52,2025-08-09 20:52,2025-08-09 20:52,已签收,黄秀英,2069km,西湖网点,南山网点,超时派送,中,
WLYD9325379,广州余杭区,武汉天河区,陈静,EMP_052,张伟货运公司,极兔速递,化工原料,零担,284kg,8.62m³,2037元,1435元,2025-08-12 08:12,2025-08-12 08:12,2025-08-12 08:12,2025-08-12 08:12,异常,陈秀英,818km,浦东网点,天河网点,货物损坏,高,
WLYD6508245,上海天河区,西安浦东新区,周芳,EMP_037,杨明货运公司,中通快递,图书文具,整车,3236kg,6.62m³,2863元,2623元,2025-08-17 14:11,2025-08-17 14:11,2025-08-17 14:11,2025-08-17 14:11,运输中,刘秀英,355km,朝阳网点,武林网点,虚假签收,高,上海区
WLYD6958845,广州余杭区,武汉朝阳区,吴磊,EMP_044,杨丽贸易公司,极兔速递,化工原料,冷链物流,1899kg,4.81m³,605元,6363元,2025-08-22 10:14,2025-08-22 10:14,2025-08-22 10:14,2025-08-22 10:14,异常,李秀英,2625km,浦东网点,西湖网点,虚假签收,中,
