运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD7600965,深圳朝阳区,深圳朝阳区,陈静,EMP_055,杨明货运公司,申通快递,五金工具,合同物流,1330kg,18.81m³,6417元,3003元,2025-02-14 13:03,2025-02-14 13:03,2025-02-14 13:03,2025-02-14 13:03,异常,刘秀英,726km,武林网点,朝阳网点,重复下单,高,
WLYD6376495,上海朝阳区,北京余杭区,吴磊,EMP_045,黄强运输公司,顺丰速运,电子产品,冷链物流,1246kg,19.37m³,7162元,4341元,2025-02-25 15:31,2025-02-25 15:31,2025-02-25 15:31,2025-02-25 15:31,已签收,刘秀英,2027km,浦东网点,天河网点,超时派送,中,上海区
WLYD2523033,深圳天河区,成都天河区,刘芳,EMP_043,杨明货运公司,申通快递,化工原料,零担,4159kg,7.34m³,6998元,6097元,2025-02-04 16:25,2025-02-04 16:25,2025-02-04 16:25,2025-02-04 16:25,已签收,刘秀英,1756km,武林网点,鼓楼网点,货物损坏,高,
WLYD8817845,南京浦东新区,西安浦东新区,周芳,EMP_048,杨明货运公司,德邦物流,五金工具,快递,463kg,7.95m³,6338元,3400元,2025-02-03 15:54,2025-02-03 15:54,2025-02-03 15:54,2025-02-03 15:54,已退回,赵秀英,1580km,余杭网点,武林网点,货物损坏,高,
WLYD8306373,上海鼓楼区,广州鼓楼区,赵伟,EMP_037,王静贸易公司,申通快递,电子产品,冷链物流,3921kg,2.52m³,7972元,6263元,2025-02-10 11:02,2025-02-10 11:02,2025-02-10 11:02,2025-02-10 11:02,已退回,李秀英,1716km,西湖网点,西湖网点,重量异常,高,上海区
WLYD1888021,北京鼓楼区,北京鼓楼区,黄秀英,EMP_033,李刚物流公司,中通快递,服装鞋帽,跨境电商,3331kg,9.28m³,2899元,276元,2025-02-01 18:09,2025-02-01 18:09,2025-02-01 18:09,2025-02-01 18:09,派送中,陈秀英,2125km,天河网点,南山网点,超时派送,高,北京区
WLYD5931305,广州朝阳区,上海余杭区,周芳,EMP_059,周涛货运公司,极兔速递,图书文具,快递,2929kg,18.72m³,3136元,7703元,2025-02-17 20:43,2025-02-17 20:43,2025-02-17 20:43,2025-02-17 20:43,已签收,刘秀英,2038km,武林网点,余杭网点,重复下单,低,
WLYD5515739,北京余杭区,南京天河区,王娜,EMP_045,周涛货运公司,中通快递,图书文具,整车,659kg,8.14m³,1772元,1067元,2025-02-23 17:27,2025-02-23 17:27,2025-02-23 17:27,2025-02-23 17:27,已签收,陈秀英,2966km,鼓楼网点,朝阳网点,虚假签收,低,北京区
WLYD3861586,杭州浦东新区,广州天河区,李强,EMP_037,张伟货运公司,德邦物流,家具家电,快递,597kg,3.55m³,8907元,2545元,2025-02-11 16:02,2025-02-11 16:02,2025-02-11 16:02,2025-02-11 16:02,已签收,李秀英,2562km,西湖网点,武林网点,地址错误,中,浙北区
WLYD1956216,广州朝阳区,南京浦东新区,李强,EMP_045,周涛货运公司,申通快递,服装鞋帽,零担,166kg,10.19m³,4822元,2252元,2025-02-12 13:10,2025-02-12 13:10,2025-02-12 13:10,2025-02-12 13:10,派送中,赵秀英,379km,浦东网点,天河网点,货物损坏,高,
WLYD9350464,杭州余杭区,成都余杭区,张伟,EMP_045,张伟货运公司,圆通速递,服装鞋帽,合同物流,967kg,12.27m³,9775元,259元,2025-02-01 16:01,2025-02-01 16:01,2025-02-01 16:01,2025-02-01 16:01,已退回,黄秀英,481km,南山网点,鼓楼网点,货物损坏,中,浙北区
WLYD4316204,上海鼓楼区,武汉南山区,黄秀英,EMP_036,刘洋运输公司,德邦物流,食品生鲜,跨境电商,2038kg,12.31m³,9095元,4365元,2025-02-05 09:12,2025-02-05 09:12,2025-02-05 09:12,2025-02-05 09:12,已退回,陈秀英,2355km,武林网点,浦东网点,重量异常,低,上海区
