运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD6998996,北京浦东新区,深圳天河区,陈静,EMP_034,杨丽贸易公司,极兔速递,化工原料,跨境电商,536kg,5.83m³,2473元,7868元,2025-03-02 17:36,2025-03-02 17:36,2025-03-02 17:36,2025-03-02 17:36,已签收,陈秀英,663km,天河网点,天河网点,虚假签收,中,北京区
WLYD7003588,北京鼓楼区,杭州鼓楼区,赵伟,EMP_040,黄强运输公司,极兔速递,五金工具,合同物流,652kg,17.65m³,3597元,7378元,2025-03-01 14:41,2025-03-01 14:41,2025-03-01 14:41,2025-03-01 14:41,已签收,张秀英,2436km,天河网点,南山网点,重复下单,低,北京区
WLYD4822611,北京余杭区,杭州鼓楼区,吴磊,EMP_030,王静贸易公司,德邦物流,图书文具,零担,1208kg,1.48m³,7177元,4252元,2025-03-23 14:47,2025-03-23 14:47,2025-03-23 14:47,2025-03-23 14:47,已签收,黄秀英,477km,浦东网点,西湖网点,地址错误,低,北京区
WLYD3471246,深圳南山区,南京天河区,杨磊,EMP_038,杨丽贸易公司,韵达速运,电子产品,零担,2950kg,14.15m³,2290元,3953元,2025-03-13 10:56,2025-03-13 10:56,2025-03-13 10:56,2025-03-13 10:56,已签收,张秀英,2858km,朝阳网点,南山网点,虚假签收,高,
WLYD1275461,南京鼓楼区,南京鼓楼区,吴磊,EMP_045,黄强运输公司,顺丰速运,食品生鲜,合同物流,315kg,15.41m³,2127元,7631元,2025-03-16 09:24,2025-03-16 09:24,2025-03-16 09:24,2025-03-16 09:24,已签收,刘秀英,2707km,余杭网点,余杭网点,金额异常,中,
WLYD1200988,上海天河区,武汉南山区,刘芳,EMP_032,陈华物流公司,圆通速递,图书文具,零担,2872kg,10.65m³,9554元,3060元,2025-03-22 20:22,2025-03-22 20:22,2025-03-22 20:22,2025-03-22 20:22,已签收,黄秀英,2672km,朝阳网点,南山网点,地址错误,高,上海区
WLYD1536388,广州浦东新区,西安南山区,杨磊,EMP_038,陈华物流公司,韵达速运,化工原料,快递,1873kg,15.47m³,7223元,7880元,2025-03-14 19:13,2025-03-14 19:13,2025-03-14 19:13,2025-03-14 19:13,已退回,黄秀英,1848km,余杭网点,鼓楼网点,重量异常,高,
WLYD9324028,杭州朝阳区,深圳南山区,吴磊,EMP_031,王静贸易公司,圆通速递,服装鞋帽,冷链物流,1159kg,16.23m³,9419元,3323元,2025-03-10 20:11,2025-03-10 20:11,2025-03-10 20:11,2025-03-10 20:11,异常,刘秀英,1600km,南山网点,鼓楼网点,货物损坏,中,浙北区
WLYD7936700,杭州鼓楼区,深圳鼓楼区,陈静,EMP_048,李刚物流公司,中通快递,服装鞋帽,零担,1835kg,6.0m³,2672元,5895元,2025-03-28 17:17,2025-03-28 17:17,2025-03-28 17:17,2025-03-28 17:17,已退回,王秀英,732km,朝阳网点,西湖网点,虚假签收,中,浙北区
WLYD3042527,广州南山区,杭州余杭区,王娜,EMP_053,王静贸易公司,德邦物流,化工原料,合同物流,4336kg,9.22m³,1190元,4162元,2025-03-07 12:53,2025-03-07 12:53,2025-03-07 12:53,2025-03-07 12:53,异常,黄秀英,651km,朝阳网点,南山网点,虚假签收,高,
WLYD2640649,北京南山区,武汉南山区,吴磊,EMP_045,陈华物流公司,圆通速递,电子产品,零担,311kg,15.29m³,8065元,423元,2025-03-23 17:55,2025-03-23 17:55,2025-03-23 17:55,2025-03-23 17:55,派送中,赵秀英,940km,西湖网点,浦东网点,金额异常,中,北京区
WLYD9030075,北京朝阳区,南京朝阳区,杨磊,EMP_038,黄强运输公司,韵达速运,食品生鲜,快递,4935kg,2.20m³,2191元,5456元,2025-03-10 14:15,2025-03-10 14:15,2025-03-10 14:15,2025-03-10 14:15,已退回,李秀英,2860km,余杭网点,西湖网点,金额异常,中,北京区
