运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD5958432,广州朝阳区,广州南山区,王娜,EMP_052,王静贸易公司,中通快递,电子产品,冷链物流,2207kg,3.1m³,8186元,6518元,2025-01-24 15:38,2025-01-24 15:38,2025-01-24 15:38,2025-01-24 15:38,已签收,王秀英,1220km,余杭网点,浦东网点,地址错误,高,上海区
WLYD8295826,南京鼓楼区,杭州鼓楼区,周芳,EMP_052,杨丽贸易公司,德邦物流,化工原料,冷链物流,1629kg,14.97m³,7101元,7616元,2025-01-04 13:08,2025-01-04 13:08,2025-01-04 13:08,2025-01-04 13:08,派送中,张秀英,1382km,武林网点,余杭网点,地址错误,低,上海区
WLYD1191580,北京天河区,西安余杭区,王娜,EMP_044,刘洋运输公司,中通快递,家具家电,快递,3178kg,19.38m³,3233元,255元,2025-01-13 12:56,2025-01-13 12:56,2025-01-13 12:56,2025-01-13 12:56,派送中,杨秀英,2931km,武林网点,浦东网点,超时派送,中,北京区
WLYD1994517,南京浦东新区,北京浦东新区,王娜,EMP_048,王静贸易公司,中通快递,化工原料,合同物流,1561kg,19.14m³,4162元,7952元,2025-01-28 19:59,2025-01-28 19:59,2025-01-28 19:59,2025-01-28 19:59,异常,陈秀英,1322km,鼓楼网点,鼓楼网点,重量异常,低,上海区
WLYD8035105,北京南山区,杭州浦东新区,周芳,EMP_049,杨丽贸易公司,圆通速递,食品生鲜,跨境电商,1759kg,6.23m³,4020元,7768元,2025-01-20 19:43,2025-01-20 19:43,2025-01-20 19:43,2025-01-20 19:43,运输中,李秀英,695km,朝阳网点,余杭网点,虚假签收,低,北京区
WLYD1420742,北京浦东新区,南京朝阳区,杨磊,EMP_040,陈华物流公司,中通快递,电子产品,跨境电商,4439kg,6.49m³,4921元,5447元,2025-01-26 09:24,2025-01-26 09:24,2025-01-26 09:24,2025-01-26 09:24,派送中,张秀英,1611km,浦东网点,西湖网点,重量异常,低,北京区
WLYD4505935,南京朝阳区,武汉浦东新区,王娜,EMP_058,杨明货运公司,顺丰速运,五金工具,零担,4956kg,18.17m³,919元,1066元,2025-01-03 16:03,2025-01-03 16:03,2025-01-03 16:03,2025-01-03 16:03,派送中,黄秀英,2019km,南山网点,余杭网点,重量异常,低,上海区
WLYD6069966,广州天河区,深圳余杭区,吴磊,EMP_048,刘洋运输公司,德邦物流,家具家电,合同物流,1161kg,18.8m³,596元,4780元,2025-01-07 11:42,2025-01-07 11:42,2025-01-07 11:42,2025-01-07 11:42,已退回,王秀英,1717km,鼓楼网点,余杭网点,虚假签收,中,上海区
WLYD8383189,南京朝阳区,杭州鼓楼区,黄秀英,EMP_052,杨丽贸易公司,申通快递,图书文具,合同物流,599kg,9.82m³,6106元,4623元,2025-01-08 19:21,2025-01-08 19:21,2025-01-08 19:21,2025-01-08 19:21,派送中,黄秀英,725km,浦东网点,朝阳网点,重量异常,中,上海区
WLYD3690229,北京天河区,北京南山区,杨磊,EMP_035,杨丽贸易公司,圆通速递,图书文具,整车,1432kg,11.99m³,405元,2216元,2025-01-03 10:25,2025-01-03 10:25,2025-01-03 10:25,2025-01-03 10:25,异常,张秀英,1074km,西湖网点,天河网点,虚假签收,低,北京区
WLYD8306505,广州天河区,上海鼓楼区,王娜,EMP_043,杨明货运公司,德邦物流,五金工具,零担,4946kg,19.29m³,3629元,5228元,2025-01-16 15:51,2025-01-16 15:51,2025-01-16 15:51,2025-01-16 15:51,运输中,刘秀英,573km,浦东网点,武林网点,重量异常,低,上海区
WLYD3189730,南京浦东新区,成都鼓楼区,张伟,EMP_036,周涛货运公司,韵达速运,化工原料,零担,3467kg,10.74m³,3364元,3124元,2025-01-07 15:33,2025-01-07 15:33,2025-01-07 15:33,2025-01-07 15:33,运输中,李秀英,308km,武林网点,浦东网点,货物损坏,中,上海区
WLYD1801726,北京余杭区,深圳鼓楼区,周芳,EMP_040,陈华物流公司,德邦物流,五金工具,零担,991kg,8.58m³,2234元,1962元,2025-01-08 16:14,2025-01-08 16:14,2025-01-08 16:14,2025-01-08 16:14,派送中,杨秀英,1265km,南山网点,天河网点,地址错误,中,北京区
