运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD9127453,广州鼓楼区,南京浦东新区,张伟,EMP_039,杨明货运公司,德邦物流,图书文具,零担,1262kg,11.55m³,7250元,3966元,2025-11-09 15:45,2025-11-09 15:45,2025-11-09 15:45,2025-11-09 15:45,派送中,刘秀英,775km,朝阳网点,鼓楼网点,金额异常,高,
WLYD2895872,杭州余杭区,深圳朝阳区,周芳,EMP_037,李刚物流公司,韵达速运,服装鞋帽,快递,1572kg,3.64m³,1864元,4284元,2025-11-08 14:06,2025-11-08 14:06,2025-11-08 14:06,2025-11-08 14:06,已签收,赵秀英,1505km,南山网点,余杭网点,重量异常,低,浙北区
WLYD2564487,北京余杭区,重庆天河区,张伟,EMP_050,张伟货运公司,申通快递,图书文具,整车,178kg,2.88m³,7787元,2207元,2025-11-24 18:24,2025-11-24 18:24,2025-11-24 18:24,2025-11-24 18:24,派送中,杨秀英,558km,西湖网点,天河网点,超时派送,中,北京区
WLYD8019212,南京余杭区,杭州朝阳区,赵伟,EMP_041,杨明货运公司,韵达速运,食品生鲜,快递,579kg,20.19m³,8867元,3192元,2025-11-13 19:49,2025-11-13 19:49,2025-11-13 19:49,2025-11-13 19:49,异常,陈秀英,1829km,天河网点,鼓楼网点,地址错误,高,
WLYD5578941,深圳天河区,深圳余杭区,黄秀英,EMP_048,刘洋运输公司,顺丰速运,电子产品,跨境电商,3027kg,19.37m³,8199元,4920元,2025-11-11 16:11,2025-11-11 16:11,2025-11-11 16:11,2025-11-11 16:11,运输中,张秀英,2527km,余杭网点,武林网点,地址错误,高,
WLYD2433167,深圳朝阳区,武汉天河区,李强,EMP_033,刘洋运输公司,极兔速递,家具家电,快递,484kg,8.81m³,5733元,1971元,2025-11-15 14:57,2025-11-15 14:57,2025-11-15 14:57,2025-11-15 14:57,运输中,李秀英,1923km,鼓楼网点,武林网点,重量异常,低,
WLYD9427425,深圳余杭区,成都浦东新区,张伟,EMP_032,周涛货运公司,德邦物流,图书文具,整车,806kg,1.26m³,9001元,6396元,2025-11-20 19:46,2025-11-20 19:46,2025-11-20 19:46,2025-11-20 19:46,异常,张秀英,1764km,朝阳网点,余杭网点,货物损坏,高,
WLYD7273241,上海天河区,北京朝阳区,周芳,EMP_049,赵磊物流公司,申通快递,电子产品,整车,166kg,5.92m³,4872元,6888元,2025-11-07 20:40,2025-11-07 20:40,2025-11-07 20:40,2025-11-07 20:40,已签收,杨秀英,1599km,武林网点,朝阳网点,虚假签收,低,上海区
WLYD7427398,上海浦东新区,成都天河区,王娜,EMP_048,王静贸易公司,顺丰速运,图书文具,跨境电商,1895kg,3.61m³,4812元,3262元,2025-11-05 17:00,2025-11-05 17:00,2025-11-05 17:00,2025-11-05 17:00,异常,黄秀英,2819km,南山网点,西湖网点,超时派送,高,上海区
WLYD3802217,南京天河区,北京余杭区,李强,EMP_033,黄强运输公司,极兔速递,图书文具,零担,508kg,2.50m³,3955元,2632元,2025-11-20 13:04,2025-11-20 13:04,2025-11-20 13:04,2025-11-20 13:04,派送中,黄秀英,2223km,浦东网点,天河网点,地址错误,低,
WLYD5922868,北京天河区,广州天河区,李强,EMP_042,李刚物流公司,申通快递,服装鞋帽,零担,418kg,18.4m³,3347元,3415元,2025-11-23 11:14,2025-11-23 11:14,2025-11-23 11:14,2025-11-23 11:14,已退回,杨秀英,2703km,南山网点,天河网点,货物损坏,低,北京区
WLYD3881440,北京鼓楼区,成都余杭区,陈静,EMP_043,黄强运输公司,中通快递,电子产品,合同物流,3291kg,20.33m³,242元,6604元,2025-11-15 12:32,2025-11-15 12:32,2025-11-15 12:32,2025-11-15 12:32,运输中,张秀英,651km,朝阳网点,天河网点,超时派送,低,北京区
